,price
19199,3951
19200,1400
19201,16629
19202,4406
19203,1882
19204,5331
19205,523
19206,2479
19207,518
19208,6238
19209,9081
19210,8850
19211,408
19212,975
19213,776
19214,10929
19215,526
19216,982
19217,15773
19218,1061
19219,3897
19220,909
19221,9833
19222,4939
19223,3462
19224,5998
19225,672
19226,1908
19227,958
19228,5816
19229,1569
19230,536
19231,3794
19232,1743
19233,998
19234,548
19235,913
19236,1724
19237,1390
19238,14421
19239,605
19240,15239
19241,5871
19242,2431
19243,5040
19244,1872
19245,1008
19246,6857
19247,2800
19248,7079
19249,10499
19250,4628
19251,3116
19252,1003
19253,827
19254,4199
19255,401
19256,9502
19257,1443
19258,871
19259,9803
19260,1234
19261,734
19262,675
19263,889
19264,2451
19265,3974
19266,11086
19267,3553
19268,900
19269,506
19270,1235
19271,11369
19272,7389
19273,5345
19274,3941
19275,2167
19276,3125
19277,6441
19278,5818
19279,8870
19280,974
19281,2442
19282,1746
19283,4641
19284,13163
19285,1155
19286,1817
19287,707
19288,3837
19289,2810
19290,8706
19291,2848
19292,16273
19293,10659
19294,9596
19295,3018
19296,8442
19297,1828
19298,5165
19299,2822
19300,491
19301,658
19302,5136
19303,447
19304,1304
19305,3745
19306,1869
19307,1928
19308,593
19309,990
19310,506
19311,7832
19312,689
19313,2140
19314,759
19315,1200
19316,552
19317,590
19318,13445
19319,10577
19320,4081
19321,2572
19322,1107
19323,2618
19324,2401
19325,8768
19326,1042
19327,6573
19328,7750
19329,2657
19330,9697
19331,9072
19332,798
19333,4134
19334,730
19335,844
19336,880
19337,2202
19338,1232
19339,11189
19340,3294
19341,2163
19342,9215
19343,15193
19344,8189
19345,954
19346,1096
19347,834
19348,8377
19349,698
19350,1552
19351,4516
19352,1923
19353,2167
19354,2952
19355,3508
19356,13397
19357,1294
19358,16239
19359,982
19360,3087
19361,2603
19362,2328
19363,2889
19364,4853
19365,12829
19366,2643
19367,899
19368,788
19369,975
19370,863
19371,759
19372,2399
19373,1694
19374,575
19375,10874
19376,2781
19377,5713
19378,10896
19379,8010
19380,5366
19381,601
19382,456
19383,9078
19384,956
19385,2858
19386,878
19387,1356
19388,3664
19389,972
19390,3279
19391,2066
19392,722
19393,3984
19394,548
19395,716
19396,6734
19397,8649
19398,1076
19399,14106
19400,633
19401,1147
19402,10725
19403,2274
19404,5034
19405,1031
19406,1632
19407,1617
19408,729
19409,5200
19410,3182
19411,573
19412,2427
19413,936
19414,1080
19415,961
19416,2657
19417,7800
19418,4890
19419,8631
19420,11640
19421,6038
19422,1268
19423,2808
19424,1404
19425,4899
19426,2401
19427,5457
19428,5171
19429,394
19430,743
19431,2026
19432,4704
19433,7909
19434,4921
19435,512
19436,5807
19437,625
19438,4149
19439,1864
19440,477
19441,14300
19442,5361
19443,4853
19444,968
19445,1637
19446,1441
19447,17079
19448,5124
19449,2942
19450,2129
19451,5106
19452,4442
19453,3996
19454,3146
19455,918
19456,731
19457,12100
19458,505
19459,12825
19460,828
19461,847
19462,11456
19463,1752
19464,3389
19465,2593
19466,1991
19467,3162
19468,16842
19469,2956
19470,949
19471,1648
19472,1007
19473,1546
19474,2259
19475,1736
19476,2536
19477,921
19478,5119
19479,1289
19480,2839
19481,4488
19482,4648
19483,18318
19484,608
19485,6416
19486,4362
19487,814
19488,2327
19489,1941
19490,5972
19491,10314
19492,3276
19493,872
19494,579
19495,2352
19496,3662
19497,3382
19498,8950
19499,612
19500,2549
19501,6129
19502,576
19503,8145
19504,6518
19505,11415
19506,1103
19507,1133
19508,2859
19509,11435
19510,1426
19511,11227
19512,4138
19513,2333
19514,1363
19515,6713
19516,1675
19517,3528
19518,17888
19519,5861
19520,13325
19521,6592
19522,12545
19523,761
19524,522
19525,1897
19526,3437
19527,6870
19528,751
19529,2737
19530,6479
19531,1842
19532,5191
19533,9716
19534,6122
19535,828
19536,12831
19537,840
19538,4821
19539,2074
19540,6937
19541,7463
19542,1078
19543,3154
19544,394
19545,1637
19546,2781
19547,1975
19548,545
19549,692
19550,1367
19551,7611
19552,689
19553,777
19554,3472
19555,394
19556,16820
19557,12215
19558,407
19559,925
19560,5786
19561,453
19562,1781
19563,421
19564,422
19565,7455
19566,6368
19567,1200
19568,3745
19569,2163
19570,936
19571,18718
19572,816
19573,717
19574,891
19575,823
19576,597
19577,6183
19578,5194
19579,2937
19580,6294
19581,4134
19582,2386
19583,886
19584,9354
19585,16469
19586,5120
19587,1214
19588,15825
19589,5760
19590,754
19591,2710
19592,1431
19593,1142
19594,7810
19595,523
19596,4238
19597,3548
19598,1125
19599,4413
19600,6762
19601,3494
19602,653
19603,16715
19604,645
19605,3425
19606,5766
19607,4868
19608,687
19609,633
19610,2273
19611,5584
19612,886
19613,625
19614,1343
19615,1214
19616,1170
19617,903
19618,939
19619,2187
19620,5184
19621,3501
19622,1981
19623,791
19624,1673
19625,2826
19626,2067
19627,1293
19628,4478
19629,2662
19630,684
19631,6873
19632,7275
19633,3234
19634,5624
19635,851
19636,3808
19637,5407
19638,1233
19639,453
19640,2389
19641,12865
19642,15649
19643,1670
19644,2963
19645,3761
19646,1352
19647,862
19648,1377
19649,6673
19650,3372
19651,3365
19652,3965
19653,6435
19654,3913
19655,515
19656,847
19657,911
19658,8943
19659,1254
19660,16783
19661,5242
19662,2300
19663,4265
19664,3340
19665,6962
19666,619
19667,816
19668,724
19669,3419
19670,765
19671,4355
19672,2384
19673,4951
19674,2822
19675,605
19676,3063
19677,449
19678,1026
19679,5626
19680,5234
19681,716
19682,827
19683,2744
19684,5310
19685,836
19686,928
19687,1072
19688,1694
19689,1573
19690,2721
19691,1017
19692,7289
19693,1247
19694,11746
19695,878
19696,1111
19697,7710
19698,774
19699,4804
19700,4956
19701,3615
19702,2193
19703,2583
19704,882
19705,904
19706,4939
19707,579
19708,666
19709,2861
19710,3442
19711,11189
19712,899
19713,6371
19714,478
19715,625
19716,2867
19717,373
19718,11088
19719,2147
19720,523
19721,2105
19722,450
19723,8940
19724,3058
19725,6662
19726,11380
19727,3088
19728,620
19729,3468
19730,2777
19731,930
19732,844
19733,8896
19734,2968
19735,2594
19736,11136
19737,539
19738,2109
19739,10623
19740,1410
19741,666
19742,1436
19743,1793
19744,5932
19745,15968
19746,891
19747,8109
19748,4413
19749,1052
19750,3861
19751,5202
19752,16353
19753,3856
19754,713
19755,4032
19756,1177
19757,17219
19758,9240
19759,17422
19760,5167
19761,17936
19762,945
19763,594
19764,10009
19765,465
19766,807
19767,3461
19768,12154
19769,2017
19770,911
19771,10416
19772,8223
19773,625
19774,10082
19775,625
19776,8924
19777,723
19778,2850
19779,4390
19780,647
19781,988
19782,891
19783,9845
19784,2917
19785,4173
19786,3352
19787,1897
19788,526
19789,4991
19790,537
19791,3013
19792,1076
19793,4922
19794,6098
19795,4693
19796,1212
19797,7076
19798,675
19799,5324
19800,12545
19801,1609
19802,4497
19803,886
19804,713
19805,544
19806,2363
19807,1835
19808,15485
19809,3254
19810,15512
19811,875
19812,2179
19813,426
19814,4939
19815,4960
19816,10959
19817,1257
19818,1433
19819,9530
19820,11756
19821,827
19822,2447
19823,6040
19824,789
19825,706
19826,533
19827,640
19828,5238
19829,5770
19830,3455
19831,7594
19832,748
19833,5556
19834,3534
19835,414
19836,4497
19837,4118
19838,15338
19839,968
19840,1996
19841,6323
19842,8129
19843,7550
19844,658
19845,3323
19846,4870
19847,4459
19848,4961
19849,1208
19850,1436
19851,5474
19852,2695
19853,7345
19854,2360
19855,838
19856,5316
19857,2345
19858,4744
19859,4932
19860,9691
19861,504
19862,1689
19863,14844
19864,6828
19865,1067
19866,975
19867,457
19868,3676
19869,2423
19870,1035
19871,4386
19872,1140
19873,1094
19874,12907
19875,7575
19876,1417
19877,4507
19878,3696
19879,9930
19880,326
19881,2266
19882,1935
19883,1779
19884,575
19885,820
19886,8069
19887,4025
19888,1668
19889,579
19890,3601
19891,1551
19892,4326
19893,3879
19894,12375
19895,961
19896,10482
19897,4796
19898,1046
19899,702
19900,767
19901,6369
19902,5102
19903,14199
19904,556
19905,14674
19906,2377
19907,2242
19908,1021
19909,16149
19910,6097
19911,6278
19912,1548
19913,3405
19914,6098
19915,1692
19916,5190
19917,8471
19918,470
19919,4939
19920,1024
19921,9789
19922,477
19923,3450
19924,6674
19925,3103
19926,14300
19927,9391
19928,758
19929,1613
19930,1656
19931,8830
19932,4414
19933,2454
19934,7491
19935,2428
19936,1787
19937,14400
19938,15710
19939,612
19940,2404
19941,4782
19942,605
19943,1754
19944,672
19945,6264
19946,8080
19947,2434
19948,743
19949,603
19950,11088
19951,3407
19952,1294
19953,3614
19954,977
19955,507
19956,6224
19957,4024
19958,1741
19959,694
19960,802
19961,2977
19962,5642
19963,861
19964,3734
19965,802
19966,11988
19967,7723
19968,802
19969,3388
19970,2165
19971,2503
19972,7781
19973,2468
19974,12030
19975,2562
19976,5050
19977,6622
19978,1132
19979,506
19980,5174
19981,516
19982,929
19983,8809
19984,900
19985,593
19986,2852
19987,2594
19988,4478
19989,939
19990,603
19991,4432
19992,664
19993,8794
19994,4480
19995,1621
19996,15198
19997,18027
19998,1803
19999,2354
20000,1637
20001,7059
20002,852
20003,4092
20004,2714
20005,8747
20006,1787
20007,2234
20008,11577
20009,1872
20010,790
20011,1094
20012,1624
20013,1031
20014,11025
20015,4821
20016,6403
20017,10221
20018,5908
20019,11104
20020,1577
20021,612
20022,846
20023,2441
20024,2031
20025,3743
20026,5570
20027,3453
20028,14047
20029,9276
20030,1838
20031,4081
20032,538
20033,7236
20034,2608
20035,2164
20036,4432
20037,1028
20038,561
20039,12779
20040,14452
20041,608
20042,3082
20043,6049
20044,1378
20045,3861
20046,7632
20047,911
20048,16650
20049,552
20050,2122
20051,4132
20052,2778
20053,1670
20054,2064
20055,2898
20056,2697
20057,3674
20058,2048
20059,802
20060,1890
20061,990
20062,4136
20063,958
20064,1280
20065,445
20066,918
20067,9178
20068,575
20069,3307
20070,2018
20071,1695
20072,488
20073,668
20074,1239
20075,1731
20076,6669
20077,5006
20078,1656
20079,941
20080,4677
20081,842
20082,2711
20083,8098
20084,2336
20085,526
20086,12257
20087,7660
20088,988
20089,869
20090,1024
20091,5936
20092,621
20093,10542
20094,1637
20095,5947
20096,4827
20097,11172
20098,591
20099,5254
20100,1388
20101,2109
20102,765
20103,6449
20104,465
20105,10487
20106,2150
20107,489
20108,16462
20109,1076
20110,4987
20111,4836
20112,523
20113,6169
20114,477
20115,665
20116,1580
20117,1389
20118,7976
20119,3679
20120,2070
20121,2084
20122,664
20123,1313
20124,12474
20125,8592
20126,3162
20127,18067
20128,961
20129,9016
20130,2923
20131,1274
20132,8778
20133,1692
20134,4731
20135,6098
20136,11696
20137,3667
20138,4362
20139,14039
20140,722
20141,6366
20142,1250
20143,1571
20144,6776
20145,9254
20146,2123
20147,3281
20148,421
20149,3801
20150,548
20151,2694
20152,942
20153,4269
20154,6397
20155,4459
20156,12379
20157,790
20158,5868
20159,5140
20160,1221
20161,987
20162,789
20163,4167
20164,1318
20165,3992
20166,2863
20167,1793
20168,605
20169,716
20170,963
20171,7290
20172,664
20173,1610
20174,4172
20175,1263
20176,6377
20177,608
20178,2177
20179,1569
20180,705
20181,5252
20182,1698
20183,6181
20184,2882
20185,645
20186,776
20187,6439
20188,702
20189,11912
20190,1659
20191,746
20192,2612
20193,1074
20194,2600
20195,10449
20196,7134
20197,4369
20198,3884
20199,1881
20200,17138
20201,2572
20202,725
20203,16316
20204,11039
20205,4282
20206,2419
20207,5644
20208,3724
20209,17143
20210,1654
20211,1814
20212,5397
20213,2340
20214,543
20215,3431
20216,5421
20217,2846
20218,2103
20219,687
20220,367
20221,2381
20222,5020
20223,4498
20224,955
20225,1024
20226,6440
20227,4363
20228,1000
20229,5786
20230,2873
20231,7076
20232,2652
20233,1695
20234,2782
20235,18325
20236,6729
20237,2856
20238,2832
20239,562
20240,4283
20241,2177
20242,6342
20243,15584
20244,5055
20245,596
20246,723
20247,765
20248,651
20249,4088
20250,1987
20251,11848
20252,5504
20253,1781
20254,2753
20255,3639
20256,1754
20257,581
20258,2310
20259,2416
20260,6552
20261,891
20262,770
20263,15162
20264,4036
20265,6859
20266,956
20267,1079
20268,1064
20269,622
20270,2210
20271,644
20272,5029
20273,1131
20274,1857
20275,789
20276,1268
20277,737
20278,2141
20279,561
20280,413
20281,1154
20282,1018
20283,1123
20284,758
20285,10817
20286,10276
20287,7788
20288,1546
20289,683
20290,4485
20291,2187
20292,3743
20293,2041
20294,449
20295,912
20296,4397
20297,532
20298,2426
20299,490
20300,3213
20301,6324
20302,1348
20303,552
20304,3824
20305,906
20306,452
20307,5393
20308,3992
20309,550
20310,13654
20311,6271
20312,1243
20313,709
20314,4361
20315,7962
20316,2028
20317,589
20318,3747
20319,2681
20320,5430
20321,5489
20322,2302
20323,633
20324,1847
20325,9342
20326,767
20327,2798
20328,4331
20329,13596
20330,1956
20331,564
20332,2058
20333,3441
20334,548
20335,1848
20336,5457
20337,1376
20338,10546
20339,3414
20340,926
20341,804
20342,657
20343,6890
20344,725
20345,3161
20346,2032
20347,2706
20348,4006
20349,482
20350,3212
20351,1107
20352,642
20353,1130
20354,926
20355,8231
20356,1857
20357,2346
20358,11880
20359,734
20360,765
20361,596
20362,3123
20363,675
20364,4052
20365,1141
20366,5028
20367,1903
20368,4531
20369,720
20370,4326
20371,3136
20372,473
20373,13063
20374,685
20375,2680
20376,482
20377,666
20378,6418
20379,1436
20380,491
20381,765
20382,828
20383,1180
20384,4914
20385,627
20386,2387
20387,1148
20388,8074
20389,438
20390,4704
20391,397
20392,1546
20393,505
20394,773
20395,2628
20396,732
20397,710
20398,9815
20399,4844
20400,723
20401,5488
20402,9407
20403,725
20404,2840
20405,755
20406,844
20407,1230
20408,1448
20409,2726
20410,817
20411,1844
20412,802
20413,15984
20414,4830
20415,3967
20416,1637
20417,1043
20418,720
20419,1233
20420,1125
20421,910
20422,540
20423,6128
20424,1924
20425,3273
20426,857
20427,2029
20428,5090
20429,1546
20430,2102
20431,2246
20432,13248
20433,1433
20434,7439
20435,8951
20436,10412
20437,2391
20438,709
20439,2863
20440,1244
20441,766
20442,629
20443,948
20444,825
20445,2019
20446,3357
20447,7619
20448,2993
20449,5433
20450,17057
20451,8064
20452,8736
20453,646
20454,5880
20455,4769
20456,4898
20457,4675
20458,5800
20459,5701
20460,2642
20461,6535
20462,566
20463,3749
20464,776
20465,1167
20466,1822
20467,18186
20468,17676
20469,975
20470,13486
20471,5715
20472,4373
20473,1580
20474,878
20475,6075
20476,4742
20477,1115
20478,1451
20479,2277
20480,798
20481,1604
20482,2644
20483,8583
20484,9354
20485,498
20486,1715
20487,2545
20488,5484
20489,625
20490,5351
20491,17996
20492,4415
20493,5560
20494,3082
20495,8161
20496,2961
20497,576
20498,4011
20499,10711
20500,7593
20501,1892
20502,7504
20503,927
20504,3482
20505,1754
20506,3422
20507,1662
20508,620
20509,8709
20510,2019
20511,2591
20512,1279
20513,663
20514,15840
20515,655
20516,5593
20517,12883
20518,5664
20519,766
20520,698
20521,2386
20522,10662
20523,4949
20524,1577
20525,1301
20526,1013
20527,2538
20528,3179
20529,1080
20530,2951
20531,13609
20532,4320
20533,1736
20534,2690
20535,988
20536,7564
20537,765
20538,842
20539,1775
20540,872
20541,1214
20542,5624
20543,16587
20544,17604
20545,1708
20546,4749
20547,10472
20548,833
20549,1668
20550,4838
20551,7145
20552,4925
20553,767
20554,1076
20555,6922
20556,3275
20557,2531
20558,3337
20559,2848
20560,1857
20561,15957
20562,2147
20563,1326
20564,902
20565,9818
20566,819
20567,1883
20568,4617
20569,828
20570,583
20571,3818
20572,1147
20573,4745
20574,14787
20575,2147
20576,12179
20577,792
20578,7056
20579,2557
20580,10801
20581,2079
20582,7064
20583,1385
20584,992
20585,1170
20586,2314
20587,2693
20588,5689
20589,13766
20590,3997
20591,2572
20592,1809
20593,1841
20594,552
20595,6787
20596,880
20597,9041
20598,2762
20599,648
20600,7032
20601,7589
20602,5012
20603,4403
20604,1323
20605,1783
20606,5815
20607,7475
20608,10824
20609,1130
20610,613
20611,876
20612,1625
20613,1163
20614,2428
20615,5914
20616,895
20617,1549
20618,627
20619,758
20620,766
20621,6272
20622,3669
20623,6685
20624,524
20625,1851
20626,8931
20627,583
20628,6589
20629,639
20630,4830
20631,799
20632,2363
20633,1193
20634,6406
20635,2052
20636,4098
20637,7910
20638,8114
20639,4036
20640,5354
20641,526
20642,3519
20643,3450
20644,2020
20645,1665
20646,2607
20647,755
20648,1728
20649,1774
20650,9352
20651,935
20652,6581
20653,827
20654,7102
20655,478
20656,11721
20657,3282
20658,12095
20659,596
20660,6563
20661,11114
20662,641
20663,11711
20664,544
20665,1319
20666,1993
20667,720
20668,1243
20669,1220
20670,620
20671,1009
20672,2935
20673,10274
20674,984
20675,919
20676,2777
20677,8109
20678,6091
20679,936
20680,4427
20681,453
20682,630
20683,8096
20684,8638
20685,3193
20686,757
20687,4257
20688,1716
20689,8266
20690,561
20691,6643
20692,698
20693,668
20694,12304
20695,2946
20696,16704
20697,756
20698,3653
20699,4034
20700,3083
20701,6517
20702,1786
20703,8629
20704,4588
20705,3251
20706,925
20707,2469
20708,776
20709,2697
20710,561
20711,1356
20712,6810
20713,4419
20714,7589
20715,721
20716,776
20717,911
20718,5096
20719,734
20720,958
20721,3499
20722,4914
20723,7589
20724,1069
20725,7101
20726,15316
20727,907
20728,1013
20729,1327
20730,765
20731,11514
20732,566
20733,1126
20734,16823
20735,1013
20736,6831
20737,810
20738,17193
20739,945
20740,881
20741,1364
20742,2173
20743,8120
20744,3644
20745,1720
20746,2872
20747,990
20748,1087
20749,7954
20750,1286
20751,4205
20752,2113
20753,863
20754,879
20755,3398
20756,9756
20757,832
20758,1806
20759,548
20760,5723
20761,2728
20762,3390
20763,2226
20764,1572
20765,5599
20766,1343
20767,2023
20768,911
20769,8941
20770,1662
20771,1857
20772,618
20773,1923
20774,4777
20775,5446
20776,11534
20777,11632
20778,1708
20779,7985
20780,6968
20781,1007
20782,995
20783,10020
20784,16241
20785,678
20786,2572
20787,4707
20788,2780
20789,13691
20790,2780
20791,421
20792,882
20793,17005
20794,18791
20795,4191
20796,579
20797,900
20798,2120
20799,1170
20800,7682
20801,1012
20802,3649
20803,2524
20804,807
20805,1031
20806,6795
20807,391
20808,4346
20809,732
20810,4416
20811,5317
20812,1073
20813,2654
20814,13420
20815,4324
20816,687
20817,453
20818,3895
20819,446
20820,6443
20821,1041
20822,675
20823,675
20824,1654
20825,8612
20826,828
20827,1125
20828,1795
20829,1031
20830,2726
20831,645
20832,1114
20833,6246
20834,13109
20835,407
20836,683
20837,8062
20838,3297
20839,7484
20840,1629
20841,418
20842,3275
20843,11525
20844,3143
20845,907
20846,4410
20847,7459
20848,2264
20849,776
20850,5674
20851,2517
20852,626
20853,489
20854,948
20855,725
20856,1048
20857,9740
20858,17078
20859,7392
20860,1174
20861,3466
20862,435
20863,3696
20864,709
20865,1743
20866,2723
20867,9946
20868,2725
20869,7037
20870,5914
20871,445
20872,15613
20873,625
20874,418
20875,4509
20876,631
20877,18745
20878,7234
20879,1967
20880,698
20881,6529
20882,878
20883,827
20884,7079
20885,18458
20886,505
20887,485
20888,698
20889,15140
20890,837
20891,1042
20892,7250
20893,2765
20894,924
20895,12770
20896,7632
20897,3629
20898,4037
20899,7258
20900,5125
20901,2120
20902,491
20903,959
20904,1220
20905,4118
20906,6606
20907,2394
20908,4516
20909,1232
20910,972
20911,781
20912,1402
20913,13477
20914,1115
20915,17049
20916,1836
20917,2168
20918,997
20919,7503
20920,1948
20921,500
20922,4743
20923,6606
20924,8213
20925,3864
20926,3998
20927,449
20928,935
20929,505
20930,844
20931,4492
20932,4260
20933,6462
20934,13248
20935,1124
20936,792
20937,1637
20938,833
20939,3669
20940,4144
20941,1013
20942,6796
20943,14777
20944,2608
20945,798
20946,6088
20947,6082
20948,4721
20949,836
20950,4125
20951,2644
20952,2304
20953,3539
20954,7740
20955,552
20956,5329
20957,992
20958,1753
20959,5804
20960,1683
20961,2559
20962,3101
20963,1040
20964,7729
20965,6132
20966,3045
20967,521
20968,3822
20969,1098
20970,1895
20971,1132
20972,6702
20973,1239
20974,6482
20975,1569
20976,4965
20977,6785
20978,5639
20979,5645
20980,433
20981,844
20982,3091
20983,1046
20984,2551
20985,1015
20986,1979
20987,3975
20988,8104
20989,2295
20990,6229
20991,4552
20992,9867
20993,1310
20994,15942
20995,628
20996,1890
20997,6129
20998,1103
20999,2429
21000,889
21001,4520
21002,4939
21003,10827
21004,2553
21005,702
21006,776
21007,15245
21008,7267
21009,4688
21010,10134
21011,5027
21012,1845
21013,421
21014,802
21015,537
21016,6424
21017,1356
21018,645
21019,6373
21020,3574
21021,1340
21022,6068
21023,3097
21024,4828
21025,1877
21026,4482
21027,7562
21028,16412
21029,1816
21030,17892
21031,2830
21032,737
21033,625
21034,765
21035,828
21036,648
21037,3014
21038,2550
21039,1743
21040,5132
21041,438
21042,9117
21043,788
21044,1385
21045,3107
21046,6278
21047,715
21048,1881
21049,2066
21050,2872
21051,12736
21052,1063
21053,9572
21054,6097
21055,6061
21056,579
21057,663
21058,7408
21059,1920
21060,810
21061,10962
21062,14766
21063,2918
21064,1851
21065,1079
21066,6435
21067,4295
21068,5038
21069,9850
21070,2294
21071,628
21072,537
21073,5375
21074,2198
21075,3139
21076,6347
21077,650
21078,1431
21079,2630
21080,665
21081,13554
21082,2479
21083,2441
21084,943
21085,2257
21086,2138
21087,3739
21088,17554
21089,825
21090,605
21091,5696
21092,684
21093,9916
21094,5278
21095,5683
21096,833
21097,1758
21098,1077
21099,5455
21100,465
21101,596
21102,11255
21103,438
21104,2188
21105,1013
21106,4391
21107,3831
21108,658
21109,720
21110,1107
21111,3593
21112,4252
21113,10967
21114,16626
21115,964
21116,1835
21117,1761
21118,658
21119,4562
21120,1875
21121,750
21122,4065
21123,807
21124,4289
21125,4794
21126,1026
21127,4797
21128,2512
21129,2502
21130,589
21131,4977
21132,14759
21133,2106
21134,894
21135,10424
21136,5894
21137,863
21138,5766
21139,2762
21140,674
21141,14654
21142,973
21143,17534
21144,814
21145,1547
21146,6302
21147,766
21148,1554
21149,828
21150,9793
21151,1173
21152,2426
21153,2092
21154,6936
21155,2777
21156,13026
21157,5242
21158,405
21159,772
21160,1052
21161,4899
21162,1331
21163,3014
21164,1103
21165,2317
21166,4816
21167,1415
21168,1882
21169,5921
21170,1196
21171,1014
21172,2917
21173,13796
21174,1103
21175,1591
21176,804
21177,4290
21178,1905
21179,652
21180,628
21181,2862
21182,10571
21183,12717
21184,1197
21185,4449
21186,7673
21187,575
21188,5132
21189,1327
21190,1915
21191,1721
21192,3640
21193,4712
21194,7915
21195,504
21196,552
21197,6214
21198,11374
21199,1939
21200,451
21201,3875
21202,3889
21203,648
21204,12707
21205,1100
21206,1930
21207,5120
21208,4588
21209,16505
21210,829
21211,5030
21212,6516
21213,3536
21214,3127
21215,2735
21216,1698
21217,2041
21218,1805
21219,605
21220,2318
21221,14680
21222,4725
21223,2970
21224,11060
21225,1443
21226,7281
21227,640
21228,1017
21229,1095
21230,5072
21231,1079
21232,547
21233,713
21234,1605
21235,2379
21236,7175
21237,4211
21238,16872
21239,593
21240,394
21241,1368
21242,7389
21243,878
21244,1114
21245,4513
21246,2657
21247,1436
21248,3604
21249,3008
21250,505
21251,1607
21252,1389
21253,526
21254,12308
21255,633
21256,893
21257,626
21258,1061
21259,596
21260,997
21261,5845
21262,9086
21263,5456
21264,14300
21265,2325
21266,12725
21267,419
21268,1046
21269,495
21270,5436
21271,496
21272,1737
21273,4323
21274,3720
21275,13460
21276,339
21277,942
21278,12828
21279,833
21280,2512
21281,952
21282,2757
21283,1187
21284,7701
21285,4268
21286,4924
21287,7477
21288,1001
21289,1664
21290,389
21291,4276
21292,3984
21293,6210
21294,1564
21295,648
21296,3293
21297,8363
21298,7466
21299,8806
21300,7096
21301,589
21302,1208
21303,1060
21304,668
21305,4832
21306,2509
21307,596
21308,2012
21309,17760
21310,1810
21311,1276
21312,720
21313,1722
21314,6618
21315,544
21316,878
21317,5226
21318,2616
21319,3394
21320,4508
21321,6708
21322,7828
21323,3909
21324,1662
21325,14017
21326,12440
21327,2485
21328,1781
21329,8093
21330,4307
21331,1806
21332,867
21333,555
21334,854
21335,6424
21336,1227
21337,2612
21338,5816
21339,4899
21340,3933
21341,1255
21342,680
21343,1100
21344,8375
21345,1550
21346,899
21347,4044
21348,559
21349,1813
21350,17492
21351,5696
21352,3801
21353,722
21354,3710
21355,2850
21356,5488
21357,757
21358,2492
21359,6409
21360,4409
21361,2882
21362,5505
21363,788
21364,1665
21365,2772
21366,1264
21367,1884
21368,4637
21369,6708
21370,9891
21371,5217
21372,760
21373,3144
21374,6109
21375,559
21376,6936
21377,1650
21378,1341
21379,3921
21380,7847
21381,854
21382,747
21383,5290
21384,981
21385,4120
21386,1115
21387,1395
21388,668
21389,4385
21390,963
21391,3991
21392,7580
21393,1721
21394,530
21395,2172
21396,969
21397,596
21398,622
21399,2351
21400,4466
21401,789
21402,4121
21403,7392
21404,1787
21405,5808
21406,8014
21407,10340
21408,5219
21409,1812
21410,9407
21411,10009
21412,6558
21413,4797
21414,16104
21415,8381
21416,7233
21417,3353
21418,5167
21419,360
21420,819
21421,14833
21422,936
21423,506
21424,8911
21425,555
21426,1384
21427,4872
21428,1012
21429,907
21430,7583
21431,1353
21432,7732
21433,591
21434,435
21435,5096
21436,3802
21437,4536
21438,709
21439,374
21440,2586
21441,1013
21442,3107
21443,4043
21444,7657
21445,4758
21446,863
21447,14918
21448,10887
21449,906
21450,2012
21451,445
21452,4827
21453,1746
21454,3260
21455,2330
21456,7411
21457,461
21458,6864
21459,776
21460,9636
21461,599
21462,687
21463,5703
21464,1092
21465,1436
21466,696
21467,6152
21468,8334
21469,9411
21470,5762
21471,7900
21472,557
21473,4692
21474,738
21475,1397
21476,1433
21477,4964
21478,6019
21479,3162
21480,1441
21481,5029
21482,1145
21483,504
21484,5152
21485,5649
21486,1879
21487,1059
21488,4899
21489,893
21490,730
21491,6936
21492,2796
21493,17545
21494,799
21495,872
21496,4752
21497,5327
21498,752
21499,4189
21500,1841
21501,2450
21502,1056
21503,4435
21504,7066
21505,1349
21506,982
21507,507
21508,2107
21509,7523
21510,17100
21511,6707
21512,2241
21513,2447
21514,658
21515,1028
21516,14429
21517,564
21518,6152
21519,744
21520,765
21521,5256
21522,650
21523,7025
21524,4353
21525,419
21526,1236
21527,605
21528,13746
21529,5080
21530,6097
21531,5798
21532,16813
21533,940
21534,8637
21535,4711
21536,5739
21537,1729
21538,6286
21539,756
21540,2711
21541,3583
21542,1780
21543,559
21544,5505
21545,5269
21546,14814
21547,4756
21548,589
21549,1231
21550,9094
21551,2843
21552,3220
21553,3125
21554,726
21555,2972
21556,1431
21557,6296
21558,1981
21559,2492
21560,2859
21561,4265
21562,4172
21563,878
21564,1605
21565,3275
21566,4381
21567,826
21568,3107
21569,998
21570,2494
21571,5898
21572,1411
21573,2859
21574,997
21575,4274
21576,7068
21577,5880
21578,7409
21579,706
21580,7385
21581,876
21582,6534
21583,4774
21584,4661
21585,2774
21586,10622
21587,911
21588,492
21589,11113
21590,2999
21591,1014
21592,6996
21593,2964
21594,5740
21595,3472
21596,633
21597,523
21598,13043
21599,397
21600,755
21601,13092
21602,1017
21603,1629
21604,8089
21605,688
21606,3799
21607,6048
21608,6290
21609,18274
21610,4249
21611,2321
21612,1069
21613,10071
21614,3351
21615,3766
21616,876
21617,807
21618,8341
21619,2516
21620,12500
21621,936
21622,1354
21623,3541
21624,4484
21625,7459
21626,567
21627,975
21628,4514
21629,919
21630,3468
21631,12483
21632,2112
21633,773
21634,2814
21635,1689
21636,956
21637,2482
21638,3036
