,carat,depth,table,x,y,z,color_le,cut_le,clarity_le
24785,0.7,63.9,59.0,5.68,5.56,3.59,1,1,3
24786,1.51,62.8,60.0,7.28,7.25,4.56,4,3,5
24787,1.5,60.8,59.0,7.36,7.3,4.46,2,3,3
24788,1.5,61.9,57.0,7.37,7.31,4.54,1,2,2
24789,0.38,60.9,56.0,4.67,4.72,2.86,2,4,5
24790,0.7,61.5,57.0,5.67,5.74,3.51,2,2,2
24791,0.35,62.5,57.0,4.53,4.5,2.82,2,2,5
24792,1.0,59.5,59.0,6.54,6.58,3.9,1,4,7
24793,0.43,62.2,55.0,4.84,4.81,3.0,3,3,7
24794,0.7,64.7,60.0,5.55,5.49,3.57,5,0,5
24795,1.01,62.9,57.0,6.27,6.36,3.97,4,1,2
24796,0.47,60.6,55.0,5.05,5.09,3.07,3,4,6
24797,0.3,61.9,59.0,4.32,4.3,2.67,3,3,4
24798,0.56,63.0,58.0,5.21,5.24,3.29,0,4,2
24799,0.5,62.6,56.0,5.1,5.06,3.18,3,3,2
24800,0.74,62.0,56.0,5.79,5.82,3.6,5,2,4
24801,0.3,62.3,55.0,4.28,4.29,2.67,5,2,6
24802,0.3,62.5,54.0,4.27,4.32,2.69,1,2,4
24803,1.14,61.9,57.0,6.67,6.7,4.13,2,2,5
24804,1.03,62.0,56.0,6.46,6.55,4.03,0,2,7
24805,0.4,62.6,56.0,4.75,4.71,2.96,6,2,1
24806,0.57,62.0,54.0,5.34,5.31,3.3,2,3,5
24807,1.18,61.3,56.0,6.81,6.83,4.17,3,2,4
24808,1.01,62.2,56.0,6.41,6.46,4.0,3,2,7
24809,1.5,60.1,59.0,7.38,7.36,4.43,3,3,3
24810,0.7,62.1,56.0,5.68,5.65,3.52,1,2,3
24811,1.24,62.6,55.0,6.89,6.94,4.33,0,2,7
24812,0.7,62.7,54.0,5.66,5.7,3.56,3,2,5
24813,0.9,63.8,61.0,6.08,6.05,3.87,1,1,2
24814,0.32,61.8,56.0,4.4,4.43,2.73,4,4,2
24815,1.02,62.3,59.0,6.36,6.45,3.99,3,4,1
24816,0.71,61.0,55.0,5.79,5.75,3.52,1,2,5
24817,0.4,61.6,57.0,4.75,4.76,2.93,3,2,6
24818,0.36,60.0,56.0,4.68,4.66,2.8,0,2,5
24819,0.4,60.8,57.0,4.81,4.77,2.91,0,2,2
24820,1.0,57.7,65.0,6.55,6.59,3.79,1,1,3
24821,1.0,63.9,57.0,6.31,6.34,4.04,1,1,2
24822,0.57,61.7,56.0,5.31,5.35,3.29,5,2,6
24823,0.91,64.2,58.0,6.12,6.09,3.92,6,1,5
24824,0.75,63.1,56.0,5.78,5.7,3.62,1,4,2
24825,0.53,61.3,56.0,5.21,5.23,3.2,0,2,4
24826,1.12,62.8,54.0,6.7,6.64,4.19,3,2,3
24827,0.6,61.9,55.0,5.43,5.46,3.37,4,2,3
24828,0.7,61.2,58.0,5.7,5.73,3.5,2,2,4
24829,0.44,61.0,60.0,4.93,4.88,2.99,3,3,2
24830,0.5,62.3,64.0,5.1,5.02,3.15,3,1,3
24831,0.32,62.1,56.0,4.41,4.38,2.73,1,2,5
24832,0.51,57.6,56.0,5.27,5.35,3.06,3,1,7
24833,1.24,62.2,59.0,6.9,6.83,4.27,4,3,4
24834,0.78,62.7,55.0,5.9,5.87,3.69,1,2,2
24835,1.26,62.2,57.0,6.86,6.9,4.28,4,4,3
24836,0.55,62.4,57.6,5.23,5.28,3.27,1,3,2
24837,0.91,64.2,55.0,6.13,6.09,3.92,5,1,5
24838,0.5,67.1,57.0,4.92,4.87,3.28,2,0,0
24839,0.33,61.8,57.0,4.4,4.43,2.73,1,2,6
24840,1.7,60.1,57.0,7.71,7.74,4.64,1,2,2
24841,1.02,61.5,59.0,6.4,6.45,3.95,3,3,5
24842,0.75,63.7,56.0,5.73,5.77,3.66,5,4,2
24843,0.7,63.7,58.0,5.56,5.62,3.56,0,4,3
24844,0.36,62.9,57.0,4.6,4.56,2.88,3,2,4
24845,0.3,63.1,56.0,4.28,4.25,2.69,3,4,6
24846,0.71,59.1,61.0,5.82,5.85,3.45,6,4,2
24847,0.38,62.7,56.0,4.64,4.61,2.9,2,2,7
24848,1.01,63.0,56.0,6.34,6.3,3.98,1,2,3
24849,0.9,64.1,63.0,6.02,5.99,3.85,3,1,3
24850,0.5,59.1,61.0,5.19,5.23,3.08,1,4,7
24851,2.0,61.4,57.0,8.05,8.11,4.96,5,2,2
24852,0.41,62.4,53.0,4.78,4.81,2.99,4,2,2
24853,1.52,64.1,59.0,7.11,7.18,4.58,4,1,2
24854,0.31,64.4,54.0,4.24,4.29,2.75,3,1,5
24855,0.24,62.0,56.0,3.94,3.99,2.46,2,4,4
24856,0.25,60.9,59.0,4.03,4.11,2.48,1,4,7
24857,0.33,61.8,56.0,4.4,4.44,2.73,0,2,5
24858,0.51,61.0,57.0,5.22,5.18,3.17,4,2,7
24859,0.32,61.9,58.0,4.36,4.39,2.71,3,4,6
24860,1.02,62.7,57.0,6.42,6.5,4.05,0,4,2
24861,0.7,62.4,54.0,5.66,5.71,3.55,1,2,7
24862,0.32,61.9,56.0,4.37,4.39,2.71,2,2,5
24863,0.78,62.0,55.0,5.95,5.89,3.67,1,2,5
24864,1.03,58.6,62.0,6.65,6.6,3.88,2,3,2
24865,1.02,64.0,57.0,6.41,6.37,4.09,4,1,3
24866,0.7,58.5,62.0,5.72,5.81,3.37,0,0,7
24867,2.36,62.2,55.0,8.51,8.56,5.3,4,2,3
24868,0.5,62.4,58.0,5.06,5.01,3.14,1,3,2
24869,0.77,61.7,58.0,5.86,5.9,3.63,1,3,2
24870,1.5,63.1,63.0,7.27,7.21,4.57,2,4,3
24871,0.69,61.3,55.0,5.72,5.74,3.51,2,2,2
24872,1.09,62.9,57.0,6.52,6.58,4.12,3,4,1
24873,1.2,62.9,54.0,6.76,6.79,4.26,3,4,3
24874,0.71,63.0,57.0,5.66,5.7,3.58,1,4,6
24875,1.09,62.1,56.0,6.59,6.66,4.12,3,2,3
24876,3.0,64.8,59.0,8.93,8.73,5.72,5,0,3
24877,1.52,62.6,59.0,7.36,7.27,4.58,2,3,2
24878,0.39,62.7,58.0,4.65,4.69,2.93,3,4,6
24879,1.01,63.5,58.0,6.29,6.37,4.02,4,4,3
24880,0.3,62.1,55.0,4.3,4.33,2.68,1,2,5
24881,0.46,66.5,55.0,4.77,4.82,3.19,2,1,6
24882,0.3,60.8,61.0,4.31,4.34,2.63,3,4,4
24883,0.31,61.6,57.0,4.37,4.33,2.68,1,2,7
24884,0.95,59.0,59.0,6.38,6.51,3.77,4,4,3
24885,1.64,60.6,57.0,7.71,7.67,4.66,4,2,5
24886,0.72,62.1,57.5,5.72,5.74,3.57,5,4,5
24887,0.52,63.3,55.0,5.12,5.09,3.23,3,4,4
24888,1.01,61.5,60.0,6.39,6.42,3.94,1,4,2
24889,1.11,64.2,58.0,6.47,6.53,4.17,4,1,2
24890,0.77,61.6,57.0,5.87,5.92,3.63,5,2,3
24891,1.5,62.6,58.0,7.25,7.29,4.55,6,4,5
24892,1.7,59.8,59.0,7.76,7.66,4.61,1,3,3
24893,0.31,59.9,59.0,4.4,4.38,2.63,3,3,5
24894,0.44,61.5,57.0,4.9,4.86,3.0,2,2,6
24895,0.3,60.9,58.0,4.37,4.3,2.64,2,3,2
24896,1.01,63.1,57.0,6.39,6.36,4.02,1,4,6
24897,1.75,62.1,56.0,7.74,7.69,4.79,6,2,5
24898,1.23,61.5,57.0,6.92,6.89,4.25,4,2,2
24899,1.02,63.6,57.0,6.41,6.38,4.07,3,1,5
24900,1.03,62.0,57.0,6.45,6.48,4.0,3,2,4
24901,1.2,60.9,56.0,6.86,6.91,4.19,3,2,7
24902,0.54,62.4,58.0,5.25,5.2,3.26,2,3,5
24903,1.01,61.7,58.0,6.44,6.39,3.96,2,3,2
24904,0.91,62.2,56.0,6.17,6.14,3.83,2,2,3
24905,0.72,60.5,57.0,5.8,5.83,3.52,3,4,4
24906,1.17,63.8,58.0,6.57,6.73,4.24,4,1,3
24907,1.21,62.9,55.0,6.8,6.75,4.26,4,2,5
24908,1.71,59.2,61.0,7.83,7.77,4.62,4,3,5
24909,1.57,59.5,58.0,7.61,7.56,4.51,3,3,2
24910,1.2,61.8,55.0,6.79,6.83,4.21,3,4,6
24911,0.54,61.7,54.0,5.25,5.29,3.25,5,2,7
24912,0.66,60.6,58.0,5.69,5.63,3.43,2,3,2
24913,0.32,62.4,56.0,4.37,4.31,2.71,5,2,4
24914,0.71,62.0,60.0,5.68,5.64,3.51,3,3,2
24915,0.4,61.7,58.0,4.71,4.69,2.9,3,3,6
24916,0.35,59.9,61.0,4.59,4.56,2.74,1,3,3
24917,1.01,64.6,56.0,6.31,6.24,4.05,0,0,3
24918,0.39,62.0,57.0,4.67,4.71,2.91,0,2,4
24919,0.3,63.4,54.0,4.29,4.23,2.7,6,4,2
24920,1.19,60.7,57.0,6.8,6.85,4.14,3,2,7
24921,0.32,58.9,60.0,4.47,4.49,2.64,0,4,2
24922,0.44,60.7,58.0,4.88,4.91,2.97,1,4,4
24923,2.01,61.6,57.0,8.08,8.0,4.95,3,2,2
24924,1.01,63.2,59.0,6.27,6.35,3.99,1,1,2
24925,0.7,58.7,63.0,5.73,5.69,3.35,1,4,5
24926,2.18,63.3,59.0,8.25,8.2,5.2,3,4,3
24927,0.33,61.6,56.0,4.43,4.47,2.74,3,2,2
24928,1.07,61.5,57.0,6.6,6.57,4.05,2,2,3
24929,1.12,62.4,58.0,6.58,6.63,4.12,4,3,3
24930,1.01,61.0,57.0,6.38,6.5,3.93,2,2,5
24931,0.76,62.1,56.0,5.85,5.88,3.64,1,2,3
24932,0.31,62.4,57.0,4.32,4.3,2.69,2,2,6
24933,0.53,61.5,57.0,5.21,5.23,3.21,3,2,4
24934,1.06,60.7,63.0,6.59,6.56,3.99,3,4,0
24935,1.27,62.0,55.0,6.95,6.9,4.3,2,2,3
24936,1.0,61.6,62.0,6.3,6.37,3.9,2,4,3
24937,1.1,60.4,60.0,6.72,6.68,4.05,4,3,2
24938,0.53,61.4,55.0,5.24,5.21,3.21,1,3,5
24939,0.33,61.5,55.0,4.47,4.5,2.76,1,2,5
24940,1.51,59.9,58.0,7.53,7.46,4.49,2,3,3
24941,0.31,61.3,60.0,4.39,4.32,2.67,1,3,5
24942,2.0,61.1,59.0,8.07,8.11,4.94,5,2,3
24943,0.71,61.8,56.0,5.73,5.76,3.55,3,2,5
24944,0.75,61.7,55.0,5.9,5.86,3.63,1,2,3
24945,0.35,62.8,58.0,4.44,4.48,2.8,3,4,7
24946,0.35,61.5,58.0,4.53,4.55,2.79,0,3,2
24947,0.7,60.6,57.0,5.71,5.77,3.48,1,2,2
24948,0.33,60.5,55.0,4.47,4.55,2.73,2,2,5
24949,0.42,62.4,56.0,4.8,4.78,2.99,4,2,7
24950,0.5,61.6,55.0,5.14,5.09,3.15,1,2,5
24951,0.31,61.1,55.0,4.39,4.41,2.69,1,4,7
24952,0.32,61.6,54.0,4.41,4.49,2.74,4,2,1
24953,1.0,60.4,61.0,6.39,6.32,3.84,4,3,0
24954,1.5,59.7,65.0,7.46,7.34,4.42,3,1,2
24955,0.41,62.3,59.0,4.72,4.79,2.96,0,4,4
24956,0.3,61.2,58.0,4.28,4.31,2.63,5,2,2
24957,1.12,61.5,55.0,6.67,6.69,4.11,3,2,4
24958,0.23,61.9,56.0,3.94,3.96,2.44,2,2,4
24959,0.41,62.0,56.0,4.77,4.75,2.95,5,3,6
24960,0.59,62.0,54.0,5.36,5.38,3.33,2,2,7
24961,0.29,61.6,56.0,4.26,4.31,2.64,2,2,4
24962,2.24,61.7,58.0,8.43,8.37,5.18,5,2,3
24963,0.24,62.0,57.0,3.99,4.02,2.48,2,2,7
24964,0.31,61.1,56.0,4.38,4.39,2.68,0,2,7
24965,2.26,61.3,60.0,8.5,8.43,5.19,4,3,3
24966,0.83,63.1,61.0,5.96,5.92,3.75,3,4,3
24967,0.5,61.5,55.0,5.12,5.16,3.16,5,4,4
24968,0.51,64.2,56.0,5.05,5.02,3.23,0,1,3
24969,0.9,61.5,60.0,6.19,6.17,3.8,0,3,2
24970,1.4,59.1,57.0,7.28,7.38,4.33,1,4,4
24971,0.72,62.7,57.0,5.69,5.73,3.58,2,2,2
24972,1.0,62.1,57.0,6.34,6.38,3.95,2,2,5
24973,1.11,59.5,60.0,6.77,6.7,4.01,0,3,5
24974,1.01,61.0,59.0,6.45,6.51,3.95,3,3,2
24975,0.32,61.4,55.0,4.41,4.45,2.72,3,4,6
24976,1.0,62.6,58.0,6.37,6.31,3.97,2,3,3
24977,2.01,62.4,62.0,7.91,7.99,4.96,5,1,5
24978,0.34,61.3,57.0,4.44,4.5,2.74,0,2,2
24979,1.01,62.3,58.0,6.44,6.4,4.0,4,3,2
24980,0.3,62.6,57.0,4.34,4.25,2.69,3,3,2
24981,0.82,61.2,61.0,5.98,5.95,3.65,1,3,2
24982,0.32,61.6,56.0,4.4,4.46,2.73,1,4,4
24983,1.01,61.9,56.0,6.4,6.44,3.97,3,2,5
24984,0.5,61.6,57.0,5.08,5.14,3.15,4,2,7
24985,0.53,63.2,55.0,5.15,5.13,3.25,3,4,4
24986,0.31,60.0,61.0,4.43,4.41,2.65,0,3,2
24987,2.02,62.2,57.0,8.1,8.04,5.02,5,2,2
24988,1.02,61.2,56.0,6.48,6.53,3.98,0,2,4
24989,2.01,58.7,54.0,8.27,8.2,4.83,1,3,3
24990,0.76,62.2,57.0,5.85,5.83,3.63,0,2,3
24991,2.01,61.9,57.0,8.09,8.06,5.0,4,2,3
24992,0.55,62.0,53.8,5.25,5.28,3.27,3,2,7
24993,0.93,62.3,57.0,6.22,6.2,3.87,5,2,3
24994,0.69,60.8,55.0,5.74,5.77,3.5,3,4,6
24995,0.32,61.4,55.0,4.44,4.42,2.72,3,2,6
24996,0.42,61.9,53.0,4.83,4.87,3.0,3,2,1
24997,0.53,61.6,57.0,5.18,5.21,3.2,3,4,2
24998,0.4,61.3,61.0,4.76,4.73,2.91,1,3,2
24999,1.59,62.3,58.0,7.42,7.37,4.61,1,3,3
25000,0.5,64.6,59.0,4.93,4.95,3.19,0,0,2
25001,0.7,61.5,58.0,5.69,5.76,3.52,3,3,2
25002,1.2,62.9,57.0,6.79,6.76,4.26,4,2,2
25003,0.61,61.4,57.0,5.46,5.5,3.36,4,4,7
25004,1.05,60.2,57.0,6.58,6.65,3.98,0,2,3
25005,1.11,62.0,57.0,6.69,6.61,4.12,3,2,2
25006,1.01,61.6,58.0,6.44,6.42,3.96,0,3,4
25007,0.3,62.5,58.0,4.26,4.29,2.67,0,4,5
25008,0.54,61.7,57.0,5.24,5.23,3.23,4,2,6
25009,0.4,63.8,56.0,4.74,4.7,3.01,1,1,2
25010,0.46,62.0,56.0,4.96,4.98,3.07,4,4,6
25011,0.4,62.3,54.0,4.73,4.77,2.96,3,2,5
25012,1.01,63.3,54.0,6.42,6.34,4.04,6,4,5
25013,1.36,61.9,59.0,7.09,7.06,4.38,6,3,5
25014,1.7,61.9,59.0,7.59,7.67,4.72,4,2,3
25015,1.12,62.2,59.0,6.65,6.67,4.14,0,4,2
25016,0.59,62.9,56.0,5.35,5.33,3.36,3,2,5
25017,2.07,62.5,55.0,8.2,8.13,5.11,3,2,3
25018,0.7,63.1,57.0,5.61,5.65,3.55,2,1,2
25019,0.41,61.1,56.0,4.81,4.78,2.93,0,2,7
25020,1.1,60.9,61.0,6.7,6.64,4.06,2,3,4
25021,1.39,62.7,58.0,7.11,6.99,4.42,1,3,3
25022,1.53,61.0,61.0,7.4,7.45,4.53,4,4,2
25023,0.41,61.5,57.0,4.79,4.82,2.95,3,2,6
25024,0.32,61.6,55.0,4.42,4.45,2.73,3,2,1
25025,0.31,61.8,56.0,4.36,4.34,2.69,4,2,7
25026,1.5,61.1,63.0,7.27,7.34,4.46,5,1,2
25027,0.54,60.6,58.0,5.26,5.3,3.2,0,4,5
25028,0.26,62.5,53.0,4.08,4.11,2.56,5,2,4
25029,1.25,63.3,57.0,6.87,6.82,4.33,4,4,5
25030,0.31,62.2,54.0,4.35,4.39,2.72,3,2,7
25031,0.41,62.2,54.0,4.78,4.8,2.98,2,2,2
25032,0.71,63.5,57.0,5.63,5.67,3.59,4,1,2
25033,0.32,61.7,56.0,4.42,4.39,2.72,1,2,4
25034,0.3,61.3,57.0,4.32,4.29,2.64,0,2,6
25035,0.3,62.5,53.3,4.28,4.31,2.69,2,2,5
25036,0.31,61.4,56.0,4.38,4.41,2.7,2,2,1
25037,1.01,63.9,56.0,6.29,6.38,4.05,4,4,3
25038,1.5,63.9,60.0,7.17,7.22,4.6,4,1,5
25039,1.11,62.1,57.0,6.61,6.63,4.11,3,2,4
25040,2.0,59.8,60.0,8.04,8.01,4.8,4,3,2
25041,0.38,60.7,59.0,4.65,4.7,2.84,1,3,4
25042,0.97,60.2,61.0,6.4,6.46,3.87,3,4,2
25043,0.71,61.9,56.0,5.73,5.76,3.56,1,2,3
25044,1.04,62.2,58.0,6.46,6.41,4.0,3,3,0
25045,0.52,62.6,57.0,5.11,5.15,3.21,1,2,4
25046,1.7,62.8,58.0,7.57,7.52,4.74,4,3,5
25047,0.61,60.7,56.0,5.52,5.49,3.34,2,2,4
25048,0.34,62.6,58.0,4.46,4.49,2.8,2,3,5
25049,1.04,59.9,64.0,6.51,6.45,3.88,5,1,3
25050,1.17,61.3,56.0,6.81,6.79,4.17,3,2,5
25051,0.41,61.3,58.0,4.79,4.74,2.92,1,3,5
25052,1.7,61.3,57.0,7.67,7.6,4.68,3,2,5
25053,0.92,61.8,58.0,6.19,6.23,3.84,2,3,3
25054,0.59,62.9,56.7,5.37,5.39,3.38,0,4,5
25055,0.38,60.3,58.0,4.67,4.72,2.83,1,4,5
25056,2.01,63.5,55.0,8.07,8.01,5.11,5,4,2
25057,0.92,64.9,58.0,6.1,6.04,3.94,2,0,2
25058,0.31,60.8,56.0,4.41,4.44,2.69,3,2,7
25059,0.96,66.3,58.0,6.07,5.9,3.97,5,0,3
25060,0.73,61.6,56.0,5.8,5.83,3.58,3,2,5
25061,1.09,61.6,57.0,6.63,6.59,4.07,4,3,2
25062,1.6,62.1,60.0,7.54,7.49,4.66,4,3,2
25063,0.8,63.4,56.0,5.88,5.92,3.74,1,1,5
25064,0.3,63.0,59.0,4.21,4.27,2.67,4,4,4
25065,1.01,62.5,62.0,6.26,6.34,3.94,0,1,5
25066,1.0,57.9,54.0,6.68,6.62,3.85,4,1,2
25067,1.2,62.8,59.0,6.78,6.69,4.23,2,3,5
25068,0.3,63.4,54.0,4.27,4.31,2.72,0,1,2
25069,1.31,61.4,59.0,6.96,7.01,4.29,4,4,5
25070,0.33,62.4,56.0,4.44,4.41,2.76,0,2,3
25071,0.41,62.4,57.0,4.7,4.75,2.95,3,2,4
25072,1.01,62.0,56.0,6.46,6.42,3.99,1,2,3
25073,0.31,62.1,54.0,4.36,4.34,2.7,0,2,5
25074,1.04,61.4,57.0,6.52,6.47,3.99,5,3,4
25075,0.9,62.0,54.0,6.2,6.23,3.86,4,2,4
25076,2.0,59.8,59.0,8.12,8.17,4.87,5,4,2
25077,0.3,62.3,54.0,4.3,4.34,2.69,2,2,2
25078,1.54,62.0,54.0,7.36,7.43,4.59,3,2,7
25079,1.03,62.4,57.0,6.43,6.38,4.0,2,2,3
25080,1.0,63.1,59.0,6.34,6.4,4.02,1,4,2
25081,0.42,62.0,55.0,4.82,4.8,2.98,1,2,5
25082,0.55,62.4,57.0,5.23,5.28,3.28,4,2,2
25083,0.3,62.7,59.0,4.29,4.32,2.7,4,3,6
25084,0.87,61.7,57.0,6.14,6.09,3.77,4,2,5
25085,0.32,61.1,57.0,4.42,4.39,2.69,5,3,5
25086,0.58,59.4,60.0,5.47,5.43,3.24,1,3,5
25087,0.42,63.6,55.0,4.75,4.78,3.03,3,1,6
25088,0.9,62.0,62.0,6.06,6.1,3.77,0,1,2
25089,0.3,62.6,56.0,4.26,4.3,2.68,5,2,7
25090,1.02,62.7,57.0,6.35,6.44,4.01,1,2,3
25091,0.5,63.3,59.0,5.03,4.99,3.17,2,4,0
25092,0.27,60.8,57.0,4.18,4.2,2.54,3,2,7
25093,0.43,61.9,55.0,4.86,4.84,3.0,3,2,4
25094,0.3,63.5,57.0,4.29,4.24,2.71,5,4,4
25095,1.01,63.2,59.0,6.34,6.38,4.02,1,1,3
25096,1.21,61.6,55.0,6.88,6.8,4.21,5,2,6
25097,1.02,63.3,59.0,6.42,6.32,4.03,1,4,3
25098,0.53,62.7,56.0,5.18,5.15,3.24,6,3,5
25099,0.53,61.8,55.0,5.16,5.19,3.2,1,2,7
25100,0.31,60.8,56.0,4.37,4.32,2.64,0,2,2
25101,0.5,61.1,60.0,5.1,5.05,3.1,3,3,4
25102,1.29,61.9,58.0,7.02,6.97,4.33,3,3,5
25103,1.09,60.9,56.0,6.66,6.7,4.07,1,2,7
25104,0.9,61.2,54.0,6.25,6.29,3.84,0,4,3
25105,0.3,62.7,59.0,4.22,4.27,2.66,3,4,6
25106,0.35,62.3,55.0,4.51,4.54,2.82,0,2,2
25107,0.35,61.5,60.0,4.51,4.57,2.79,3,4,4
25108,0.61,62.1,57.0,5.41,5.47,3.38,1,2,4
25109,0.56,61.2,57.0,5.29,5.33,3.25,4,2,5
25110,0.34,61.4,56.0,4.5,4.53,2.77,3,2,1
25111,0.73,62.6,56.0,5.77,5.74,3.6,2,2,5
25112,0.31,61.3,55.0,4.4,4.43,2.7,1,2,4
25113,0.58,62.5,56.0,5.29,5.34,3.32,2,2,7
25114,0.41,62.9,57.0,4.73,4.78,2.99,1,4,2
25115,0.54,61.9,55.0,5.24,5.26,3.25,3,2,2
25116,1.51,60.2,59.0,7.33,7.43,4.44,4,4,3
25117,0.3,62.3,57.0,4.33,4.3,2.69,2,2,5
25118,0.55,61.7,56.0,5.29,5.25,3.25,2,3,5
25119,1.0,59.4,62.0,6.55,6.52,3.88,2,3,2
25120,0.42,62.1,56.0,4.78,4.85,2.99,5,2,5
25121,1.2,62.5,58.0,6.77,6.73,4.23,4,3,5
25122,0.51,60.8,59.0,5.15,5.18,3.14,2,4,4
25123,0.8,61.4,57.0,5.98,5.94,3.66,1,2,7
25124,1.51,59.6,57.0,7.52,7.49,4.47,3,3,5
25125,0.33,61.6,55.0,4.47,4.46,2.75,5,2,1
25126,0.55,61.2,56.0,5.27,5.3,3.24,3,2,6
25127,1.01,62.3,56.0,6.36,6.42,3.98,1,4,2
25128,0.33,57.9,60.0,4.57,4.55,2.64,3,1,1
25129,1.53,62.8,56.0,7.31,7.37,4.61,3,4,4
25130,0.7,60.9,62.0,5.72,5.65,3.46,4,3,2
25131,0.42,62.2,54.1,4.8,4.83,3.0,3,2,5
25132,0.32,62.5,60.0,4.35,4.29,2.7,3,3,4
25133,0.57,62.1,58.0,5.32,5.25,3.28,5,3,6
25134,1.09,62.0,56.0,6.61,6.56,4.08,2,2,2
25135,1.0,62.9,59.0,6.47,6.4,4.02,2,3,5
25136,1.53,63.3,58.0,7.26,7.31,4.61,5,4,2
25137,0.7,61.1,58.0,5.69,5.7,3.48,4,2,2
25138,0.7,65.4,59.0,5.6,5.49,3.63,2,0,0
25139,0.92,64.2,58.0,6.14,6.11,3.93,2,1,3
25140,1.59,63.6,57.0,7.43,7.39,4.71,2,1,3
25141,0.69,60.8,64.0,5.77,5.66,3.47,3,1,4
25142,0.55,62.7,60.0,5.27,5.19,3.28,3,3,5
25143,0.4,61.2,56.0,4.74,4.8,2.92,3,2,6
25144,0.9,63.2,56.0,6.15,6.09,3.87,5,4,5
25145,2.02,62.2,59.0,8.09,8.05,5.02,4,3,2
25146,0.29,62.0,55.0,4.24,4.27,2.64,4,4,6
25147,0.7,63.6,62.0,5.61,5.55,3.55,0,1,3
25148,1.2,57.8,59.0,7.06,7.0,4.06,3,1,5
25149,0.32,62.5,58.0,4.43,4.4,2.76,3,3,2
25150,0.31,59.2,60.0,4.36,4.42,2.6,1,3,2
25151,0.33,60.9,59.0,4.45,4.42,2.7,2,3,2
25152,1.51,60.4,62.0,7.42,7.32,4.45,6,3,2
25153,0.74,62.5,55.0,5.76,5.79,3.61,4,2,6
25154,0.71,61.1,58.0,5.8,5.76,3.53,1,3,4
25155,1.01,60.7,58.0,6.52,6.49,3.95,4,3,3
25156,0.42,59.8,58.0,4.85,4.88,2.91,3,3,6
25157,1.51,63.0,58.0,7.32,7.28,4.6,6,3,2
25158,1.02,61.5,60.0,6.52,6.45,3.99,0,3,1
25159,1.01,62.4,58.0,6.42,6.36,3.99,4,3,5
25160,1.0,58.7,59.0,6.5,6.58,3.84,1,4,3
25161,1.04,58.5,62.0,6.67,6.64,3.89,4,3,2
25162,1.59,63.8,56.0,7.41,7.34,4.71,3,1,2
25163,1.0,59.7,64.0,6.51,6.45,3.87,5,1,5
25164,0.7,61.2,55.0,5.75,5.77,3.53,5,2,5
25165,0.55,60.6,58.0,5.31,5.28,3.21,2,3,3
25166,0.58,61.4,56.0,5.38,5.4,3.31,2,2,4
25167,1.21,62.2,60.0,6.71,6.73,4.18,3,4,2
25168,0.97,62.8,55.0,6.25,6.3,3.94,4,4,2
25169,1.11,62.8,61.0,6.63,6.56,4.14,4,3,2
25170,1.02,60.6,57.0,6.49,6.52,3.94,3,2,2
25171,1.04,61.8,56.0,6.49,6.53,4.02,2,2,3
25172,1.0,62.3,57.0,6.33,6.28,3.93,1,2,3
25173,0.32,62.1,56.0,4.38,4.41,2.73,1,2,5
25174,1.47,62.9,58.0,7.18,7.23,4.53,4,4,2
25175,0.32,60.6,58.0,4.47,4.44,2.7,4,3,5
25176,1.35,62.5,57.0,7.04,7.01,4.39,3,2,0
25177,0.54,61.5,56.0,5.22,5.26,3.23,1,1,2
25178,0.76,62.3,55.0,5.83,5.89,3.65,3,2,3
25179,0.3,62.0,53.7,4.31,4.33,2.68,2,2,5
25180,0.94,59.0,59.0,6.34,6.41,3.76,0,4,3
25181,2.02,62.0,59.0,8.06,8.08,5.0,6,3,5
25182,0.7,61.2,55.0,5.76,5.68,3.5,1,2,3
25183,0.52,60.7,58.0,5.21,5.17,3.15,1,3,5
25184,0.71,58.8,58.0,5.89,5.81,3.44,0,3,6
25185,0.9,60.3,64.0,6.1,6.14,3.69,0,1,3
25186,0.34,62.1,57.0,4.51,4.48,2.79,4,2,4
25187,1.0,62.8,62.0,6.29,6.26,3.94,1,3,5
25188,0.44,61.9,54.0,4.91,4.95,3.05,5,2,5
25189,0.55,60.9,55.0,5.27,5.31,3.22,3,2,4
25190,0.31,62.1,56.0,4.35,4.38,2.71,1,2,2
25191,0.3,61.5,58.0,4.29,4.3,2.64,1,2,7
25192,0.43,61.8,55.0,4.89,4.91,3.03,6,2,7
25193,1.0,61.9,56.0,6.41,6.36,3.95,2,2,2
25194,1.01,59.3,62.0,6.48,6.44,3.83,2,3,5
25195,0.38,61.1,56.0,4.71,4.65,2.86,0,2,3
25196,0.58,61.5,60.0,5.32,5.38,3.29,2,4,4
25197,0.7,62.8,59.0,5.66,5.59,3.53,2,3,2
25198,0.3,62.9,55.0,4.25,4.27,2.68,0,4,5
25199,0.55,62.3,55.0,5.29,5.24,3.28,0,2,5
25200,0.4,60.3,62.0,4.7,4.75,2.85,0,4,2
25201,1.0,61.2,60.0,6.39,6.42,3.92,1,4,2
25202,0.3,62.2,54.4,4.3,4.33,2.68,2,2,4
25203,1.27,62.0,58.0,6.89,6.95,4.29,3,2,5
25204,0.36,63.2,56.0,4.52,4.56,2.87,0,1,2
25205,1.37,61.9,59.0,7.1,7.05,4.38,6,3,3
25206,0.37,61.2,60.0,4.63,4.58,2.82,3,3,5
25207,1.51,61.7,60.0,7.27,7.31,4.5,5,3,2
